"Mon Feb 14 02:26:03 -0500 2011",-9.656,-35.7012
"Mon Feb 14 02:26:04 -0500 2011",38.8866,-76.8109
"Mon Feb 14 02:26:16 -0500 2011",43.3706,-80.7043
"Mon Feb 14 02:26:16 -0500 2011",8.58272,-71.1743
"Mon Feb 14 02:26:19 -0500 2011",33.707,-84.4986
"Mon Feb 14 02:26:24 -0500 2011",38.9462,-92.3301
"Mon Feb 14 02:26:25 -0500 2011",40.8322,-73.9997
"Mon Feb 14 02:26:27 -0500 2011",40.6561,-73.9501
"Mon Feb 14 02:26:29 -0500 2011",26.7488,-80.0922
"Mon Feb 14 02:26:25 -0500 2011",25.7355,-80.2186
"Mon Feb 14 02:26:46 -0500 2011",36.3905,-94.2089
"Mon Feb 14 02:26:57 -0500 2011",24.8059,-107.358
"Mon Feb 14 02:26:59 -0500 2011",33.5851,-112.017
"Mon Feb 14 02:27:09 -0500 2011",41.9399,-87.6401
"Mon Feb 14 02:27:17 -0500 2011",40.6956,-73.9431
"Mon Feb 14 02:27:16 -0500 2011",37.3094,-77.2935
"Mon Feb 14 02:27:21 -0500 2011",33.8117,-84.287
"Mon Feb 14 02:27:23 -0500 2011",41.5467,-93.5755
"Mon Feb 14 02:27:29 -0500 2011",28.3557,-81.4279
"Mon Feb 14 02:27:38 -0500 2011",41.6343,-87.559
"Mon Feb 14 02:27:39 -0500 2011",40.7562,-73.9048
"Mon Feb 14 02:27:56 -0500 2011",10.5101,-66.8559
"Mon Feb 14 02:27:57 -0500 2011",-15.8269,-47.9161
"Mon Feb 14 02:28:24 -0500 2011",30.6046,-96.331
"Mon Feb 14 02:28:28 -0500 2011",40.7214,-73.9792
"Mon Feb 14 02:28:40 -0500 2011",39.6305,-106.061
"Mon Feb 14 02:28:51 -0500 2011",35.2501,-91.7442
"Mon Feb 14 02:28:53 -0500 2011",32.1823,-110.789
"Mon Feb 14 02:29:05 -0500 2011",35.5635,-97.6255
"Mon Feb 14 02:29:06 -0500 2011",-6.17471,106.705
"Mon Feb 14 02:29:28 -0500 2011",45.478,-73.8291
"Mon Feb 14 02:29:43 -0500 2011",43.4348,-80.5259
"Mon Feb 14 02:30:01 -0500 2011",38.8731,-90.8516
"Mon Feb 14 02:30:02 -0500 2011",36.0636,-79.7897
"Mon Feb 14 02:30:05 -0500 2011",46.9064,-97.2831
"Mon Feb 14 02:30:29 -0500 2011",38.9194,-76.893
"Mon Feb 14 02:30:36 -0500 2011",10.5101,-66.8559
"Mon Feb 14 02:30:38 -0500 2011",40.856,-73.8923
"Mon Feb 14 02:30:48 -0500 2011",41.9968,-71.5633
"Mon Feb 14 02:30:49 -0500 2011",40.1102,-82.9804
"Mon Feb 14 02:30:58 -0500 2011",41.9355,-88.0834
"Mon Feb 14 02:31:09 -0500 2011",33.4906,-112.018
"Mon Feb 14 02:31:13 -0500 2011",-20.3737,-40.3116
"Mon Feb 14 02:31:13 -0500 2011",35.1722,-106.676
"Mon Feb 14 02:31:28 -0500 2011",33.9613,-118.329
"Mon Feb 14 02:31:45 -0500 2011",41.9968,-71.5633
"Mon Feb 14 02:31:58 -0500 2011",-15.8605,-48.0761
"Mon Feb 14 02:32:00 -0500 2011",40.7272,-73.9852
"Mon Feb 14 02:32:09 -0500 2011",-23.2839,-46.7415
"Mon Feb 14 02:32:59 -0500 2011",33.9612,-118.329
"Mon Feb 14 02:33:04 -0500 2011",-6.2926,107.128
"Mon Feb 14 02:33:11 -0500 2011",42.2307,-71.7961
"Mon Feb 14 02:33:21 -0500 2011",-6.99459,110.412
"Mon Feb 14 02:34:45 -0500 2011",33.4855,-84.6515
"Mon Feb 14 02:34:50 -0500 2011",35.4026,-78.0054
"Mon Feb 14 02:34:59 -0500 2011",39.3892,-74.527
"Mon Feb 14 02:35:19 -0500 2011",37.7421,-121.126
"Mon Feb 14 02:35:38 -0500 2011",0,0
"Mon Feb 14 02:36:18 -0500 2011",31.806,-106.423
"Mon Feb 14 02:36:20 -0500 2011",38.9,-77.4
"Mon Feb 14 02:37:06 -0500 2011",8.11501,-63.5322
"Mon Feb 14 02:37:32 -0500 2011",35.3473,-119.057
"Mon Feb 14 02:37:59 -0500 2011",39.1234,-76.4634
"Mon Feb 14 02:38:10 -0500 2011",40.9825,-73.8129
"Mon Feb 14 02:38:25 -0500 2011",-6.20227,106.603
"Mon Feb 14 02:39:31 -0500 2011",10.2163,-67.9655
"Mon Feb 14 02:39:45 -0500 2011",-22.8289,-43.0604
"Mon Feb 14 02:39:46 -0500 2011",-6.23326,106.92
"Mon Feb 14 02:39:46 -0500 2011",42.9284,-74.179
"Mon Feb 14 02:39:50 -0500 2011",36.6297,-6.36605
"Mon Feb 14 02:40:04 -0500 2011",43.108,-77.5682
"Mon Feb 14 02:40:29 -0500 2011",43.108,-77.5682
"Mon Feb 14 02:41:23 -0500 2011",-23.5595,-46.6559
"Mon Feb 14 02:42:43 -0500 2011",37.7469,-122.43
"Mon Feb 14 02:43:33 -0500 2011",39.3052,-84.4001
"Mon Feb 14 02:43:50 -0500 2011",45.8737,-108.351
"Mon Feb 14 02:43:58 -0500 2011",34.044,-117.967
"Mon Feb 14 02:44:16 -0500 2011",57.8198,13.0062
"Mon Feb 14 02:44:22 -0500 2011",38.9119,-94.4268
"Mon Feb 14 02:45:08 -0500 2011",40.6858,-73.9511
"Mon Feb 14 02:47:14 -0500 2011",32.5921,-117.081
"Mon Feb 14 02:47:48 -0500 2011",-30.0378,-51.1932
"Mon Feb 14 02:47:56 -0500 2011",28.3812,-80.6794
"Mon Feb 14 02:48:03 -0500 2011",39.6513,-79.9527
"Mon Feb 14 02:48:04 -0500 2011",43.1513,-76.1503
"Mon Feb 14 02:48:07 -0500 2011",30.6823,-85.0919
"Mon Feb 14 02:48:11 -0500 2011",38.831,-77.0595
"Mon Feb 14 02:48:16 -0500 2011",42.4121,-83.2412
"Mon Feb 14 02:48:19 -0500 2011",42.4147,-83.1493
"Mon Feb 14 02:48:26 -0500 2011",36.1823,-86.7335
"Mon Feb 14 02:48:39 -0500 2011",39.2949,-84.5303
"Mon Feb 14 02:48:38 -0500 2011",34.6324,-79.0148
"Mon Feb 14 02:48:50 -0500 2011",8.11501,-63.5322
"Mon Feb 14 02:48:58 -0500 2011",10.6341,-61.3426
"Mon Feb 14 02:49:23 -0500 2011",35.0538,-90.0555
